   5.3101077e+01   0.0000000e+00
   1.0522447e+02   8.8077095e+00
   1.2273472e+02   1.0626079e+01
   1.2251781e+02   1.2714847e+01
   1.0500756e+02   1.0896477e+01
   5.2169064e+01   8.8489664e+00
   1.0146360e+02   2.7946359e+01
   1.1825646e+02   3.3229864e+01
   1.1762620e+02   3.5233055e+01
   1.0083334e+02   2.9949549e+01
   4.9382571e+01   1.7504152e+01
   9.4637719e+01   4.4839060e+01
   1.1028766e+02   5.2901009e+01
   1.0932596e+02   5.4767862e+01
   9.3676023e+01   4.6705913e+01
   4.4917360e+01   2.6030452e+01
   8.7408085e+01   5.7643319e+01
   1.0227647e+02   6.7069180e+01
   1.0115207e+02   6.8842802e+01
   8.6283691e+01   5.9416942e+01
   3.9566803e+01   3.4470437e+01
   7.6129182e+01   7.4324937e+01
   8.9013456e+01   8.6321231e+01
   8.7582440e+01   8.7858173e+01
   7.4698165e+01   7.5861880e+01
   3.3954899e+01   4.3738619e+01
   2.9395373e+01   9.6530707e+01
   2.9331313e+01   1.1413501e+02
   2.7231327e+01   1.1412737e+02
   2.7295387e+01   9.6523065e+01
   2.3120221e+01   4.3689337e+01
  -1.5684009e+01   7.8340124e+01
  -2.7960486e+01   9.0957718e+01
  -2.9465617e+01   8.9493279e+01
  -1.7189139e+01   7.6875685e+01
   1.7665498e+01   3.5820910e+01
  -2.8901889e+01   5.8259707e+01
  -4.4195138e+01   6.6979347e+01
  -4.5235288e+01   6.5155042e+01
  -2.9942039e+01   5.6435403e+01
   1.5250067e+01   2.6556362e+01
  -3.3563226e+01   5.1081922e+01
  -4.8809100e+01   5.9884131e+01
  -4.9859100e+01   5.8065478e+01
  -3.4613226e+01   4.9263268e+01
   8.0487269e+00   2.0975570e+01
  -4.3832914e+01   3.6293717e+01
  -6.0375657e+01   4.2314783e+01
  -6.1093900e+01   4.0341428e+01
  -4.4551157e+01   3.4320362e+01
   2.7982146e+00   1.3460565e+01
  -5.0429303e+01   1.9270647e+01
  -6.7766272e+01   2.2327622e+01
  -6.8130933e+01   2.0259526e+01
  -5.0793965e+01   1.7202551e+01
   1.2887124e-02   4.6388350e+00
  -5.2813258e+01   1.0500000e+00
  -7.0417677e+01   1.0500000e+00
  -7.0417677e+01  -1.0500000e+00
  -5.2813258e+01  -1.0500000e+00
   1.2887124e-02  -4.6388350e+00
  -5.0793965e+01  -1.7202551e+01
  -6.8130933e+01  -2.0259526e+01
  -6.7766272e+01  -2.2327622e+01
  -5.0429303e+01  -1.9270647e+01
   2.7982146e+00  -1.3460565e+01
  -4.4551157e+01  -3.4320362e+01
  -6.1093900e+01  -4.0341428e+01
  -6.0375657e+01  -4.2314783e+01
  -4.3832914e+01  -3.6293717e+01
   8.0487269e+00  -2.0975570e+01
  -3.4613226e+01  -4.9263268e+01
  -4.9859100e+01  -5.8065478e+01
  -4.8809100e+01  -5.9884131e+01
  -3.3563226e+01  -5.1081922e+01
   1.5250067e+01  -2.6556362e+01
  -2.9942039e+01  -5.6435403e+01
  -4.5235288e+01  -6.5155042e+01
  -4.4195138e+01  -6.6979347e+01
  -2.8901889e+01  -5.8259707e+01
   1.7665498e+01  -3.5820910e+01
  -1.7189139e+01  -7.6875685e+01
  -2.9465617e+01  -8.9493279e+01
  -2.7960486e+01  -9.0957718e+01
  -1.5684009e+01  -7.8340124e+01
   2.3120221e+01  -4.3689337e+01
   2.7295387e+01  -9.6523065e+01
   2.7231327e+01  -1.1412737e+02
   2.9331313e+01  -1.1413501e+02
   2.9395373e+01  -9.6530707e+01
   3.3954899e+01  -4.3738619e+01
   7.4698165e+01  -7.5861880e+01
   8.7582440e+01  -8.7858173e+01
   8.9013456e+01  -8.6321231e+01
   7.6129182e+01  -7.4324937e+01
   3.9566803e+01  -3.4470437e+01
   8.6283691e+01  -5.9416942e+01
   1.0115207e+02  -6.8842802e+01
   1.0227647e+02  -6.7069180e+01
   8.7408085e+01  -5.7643319e+01
   4.4917360e+01  -2.6030452e+01
   9.3676023e+01  -4.6705913e+01
   1.0932596e+02  -5.4767862e+01
   1.1028766e+02  -5.2901009e+01
   9.4637719e+01  -4.4839060e+01
   4.9382571e+01  -1.7504152e+01
   1.0083334e+02  -2.9949549e+01
   1.1762620e+02  -3.5233055e+01
   1.1825646e+02  -3.3229864e+01
   1.0146360e+02  -2.7946359e+01
   5.2169064e+01  -8.8489664e+00
   1.0500756e+02  -1.0896477e+01
   1.2251781e+02  -1.2714847e+01
   1.2273472e+02  -1.0626079e+01
   1.0522447e+02  -8.8077095e+00
