"Freq [GHz]","ang_rad(S(a1,b2)) [rad]","ang_rad(S(a2,b2)) [rad]","ang_rad(S(a3,b2)) [rad]","ang_rad(S(a4,b2)) [rad]","ang_rad(S(a5,b2)) [rad]","ang_rad(S(a6,b2)) [rad]","ang_rad(S(a7,b2)) [rad]","ang_rad(S(a8,b2)) [rad]"
9,0.166342744242329,0.525782715163969,-2.80786017662192,-3.01570526034537,2.94557568033915,0.0728322328131021,0.417099463717419,1.25846011847493
9.1,1.29565668465896,1.955422551485,2.66333896888578,-3.11220322545371,1.88345598075903,-0.703536289583834,-0.265947688040946,0.146350975207854
9.2,-0.114957900429704,0.711152743189725,1.77269836636962,2.07494977250447,-2.95577743621537,-1.69194205112124,-1.10283096441004,-0.399666320264281
9.3,-0.774230040178562,0.205853761414684,1.49279591428484,1.61468300869641,2.88277399072595,-1.99173410285221,-1.30165458778806,-0.312927405720588
9.4,-1.30795873302416,-0.183796018132216,1.17899703692597,1.3259298869838,2.54666360849893,-2.29985954778141,-1.48036867286639,-0.517895131055875
9.5,-1.66248602893476,-0.550436508298128,0.764040076323653,0.990005587798268,2.24975207387948,-2.6047266770776,-1.78633020895071,-0.637885457060306
9.6,-2.03361500710646,-1.03488963762176,0.259726371557737,0.813067620905646,1.80266974720569,-2.9065858249457,-2.13491069714306,-0.774427135800745
9.7,-2.1997142522635,-1.25622011130364,-0.595014255592043,0.226989910948032,1.68313309606186,2.67210453959492,-2.46482488674573,-0.549822608103482
9.8,-2.67343565800447,-1.68967336458406,-0.653832461098896,0.32095717239874,1.02876171490332,2.6799108049029,-2.82283483177947,-1.44794921723402
9.9,-2.67390528765501,-2.02979867944796,-1.20131147733004,-0.213174015655572,1.01830785147698,2.18427499367693,-2.8314209090767,-2.11895065562887
10,3.00214337725065,-2.58497612752076,-1.32302597986588,-0.349344188227087,0.287724838336619,2.0277839646683,2.91270855088188,-1.92543495826902
10.1,2.59589572922623,-2.63610543322353,-1.87008814396428,-0.675265247306858,0.19530325286231,1.55704414304951,3.07457989521708,-2.51660282461473
10.2,2.36872345041454,-2.98704586125154,-2.2496062271075,-1.07397367983103,-0.068168473690555,1.18296509835188,2.69514225580414,-2.72868162917024
10.3,2.04622456768941,2.94287928566076,-2.57857104723277,-1.47182911304477,-0.362133777578972,1.0016778178062,2.18444445092383,-2.98661598954206
10.4,1.41788307234175,2.98125646819309,-3.07685069732625,-1.80266198662073,-0.720579206333556,0.699760670052981,1.99242189917215,2.73475051089585
10.5,0.653825251273726,3.128800217538,2.23108988871782,-2.05434436405766,-0.891245377192609,0.165058829967741,2.26488166549782,1.34365996381904
10.6,-0.371847821118524,2.72343990806522,-0.511111798642711,-0.323938689961454,0.197543386466707,-0.704074472609686,-1.99875842825871,0.0834455712910405
10.7,3.02970603143682,1.28534749771226,-3.09398799388032,-2.48859421322206,-1.97255880284123,0.0513490274914887,1.49603492563453,2.87259488324619
10.8,1.30748771628681,1.14758381725953,2.82847636117642,-2.80827765121676,-2.27601700944966,-0.397939150573339,1.12653925114839,1.91041072046979
10.9,0.62204057377192,0.947493664859825,2.58201912168525,3.05274106975732,-2.51059484804439,-0.733478237802723,0.800961020885072,-0.608482210859847
11,0.397480184239973,0.706340210842282,2.39577369332811,2.52879802170874,-2.70254482680391,-1.00938859123893,0.509739714039659,-1.10259564939424
