"Freq [GHz]","ang_rad(S(a1,b6)) [rad]","ang_rad(S(a2,b6)) [rad]","ang_rad(S(a3,b6)) [rad]","ang_rad(S(a4,b6)) [rad]","ang_rad(S(a5,b6)) [rad]","ang_rad(S(a6,b6)) [rad]","ang_rad(S(a7,b6)) [rad]","ang_rad(S(a8,b6)) [rad]"
9,1.0207693174688,0.409976356972969,0.229213893262529,3.0185294138369,-2.87656337775333,-2.92517561161295,0.49663176472782,-0.144120170350377
9.1,-0.040807178229372,-0.256775058946118,-0.592271738171346,2.0656345529824,3.13834322044328,2.55797925404562,1.9025468359283,1.26512470185874
9.2,-0.395875576231444,-1.09256600849306,-1.67107433786303,-2.9973527314532,2.07578791275578,1.7164068544423,0.673261941818074,-0.141544661325184
9.3,-0.270779274390367,-1.29115133375441,-2.01153302944455,2.88247120964173,1.63497369133635,1.44550952812192,0.171193630986336,-0.794231751972344
9.4,-0.499816734920316,-1.47563311868784,-2.32869920269527,2.55512799531489,1.36239246237179,1.14147625230381,-0.213157840953409,-1.31131696836609
9.5,-0.61010593874606,-1.79926563375572,-2.5945841645041,2.24860588599163,1.0168667199929,0.764380278150802,-0.560441402620678,-1.6612727264639
9.6,-0.764748197957544,-2.14151051963089,-2.90152879335543,1.79827928785507,0.824345953404709,0.264143941908217,-1.04090058717857,-2.02545540730679
9.7,-0.521411701994503,-2.47250613310285,2.70124653438221,1.67502274458682,0.240714664595416,-0.604754761057375,-1.26411458453404,-2.19182074970342
9.8,-1.4396171241266,-2.82502099536709,2.67495872732832,1.03016467994061,0.335134690253099,-0.650852503325056,-1.68975502075288,-2.67857954710482
9.9,-2.10720586759278,-2.83790899465333,2.18867435048449,1.02078550274652,-0.209880883511745,-1.20193935702077,-2.02321285883101,-2.67698101581561
10,-1.92065837052761,2.89485167011557,2.03424650841428,0.289063314140349,-0.338775199085752,-1.32860894954789,-2.58501062532951,3.00790132157304
10.1,-2.51924276129544,3.06983513689238,1.5647700454087,0.202586364128398,-0.677554608608417,-1.87795933088109,-2.62353185791429,2.59495744753848
10.2,-2.7367085056987,2.70023293141762,1.18771271052091,-0.0679101670002667,-1.07884393115738,-2.24791802929384,-2.96118211530603,2.35211061865816
10.3,-2.98312265154388,2.19708524820591,1.00320628831932,-0.361623711314517,-1.49281979835216,-2.55678985564533,2.96327181489537,2.01219869359581
10.4,2.71240346421831,1.97523495212987,0.728933088091625,-0.771594955208109,-1.81798322777727,-2.9939811585324,2.93804648531117,1.39036124933654
10.5,1.57105688857106,1.88062325970825,0.319637430327447,-1.15202331216773,-2.07722071476463,1.96452223136664,3.0925956289586,0.692120114333545
10.6,-2.72765143712254,0.901951837887069,-2.6332179289492,-1.98969526596833,-1.88987305279117,3.00061302657779,1.97720317811822,-2.30419569175072
10.7,1.83048843873952,1.39530674334527,0.32515563495224,-2.17270080383794,-2.87962110317204,2.74749863087056,1.32233112783264,1.50586215979243
10.8,1.36738179140173,1.12578049343619,-0.206959795983817,-2.39546233428399,-3.11996804257988,2.52457850109562,1.23391023871667,1.10466857184131
10.9,0.548431260272227,0.816180709121665,-0.543715396897077,-2.58531117131235,2.73022347538539,2.31683778068057,1.042815963442,0.881427401456869
11,-0.746820844525945,0.520840677877126,-0.802618825425553,-2.74186793102871,2.24462796148638,2.13966063652698,0.794116787033156,0.807443309665523
