"Freq [GHz]","ang_rad(S(a1,b3)) [rad]","ang_rad(S(a2,b3)) [rad]","ang_rad(S(a3,b3)) [rad]","ang_rad(S(a4,b3)) [rad]","ang_rad(S(a5,b3)) [rad]","ang_rad(S(a6,b3)) [rad]","ang_rad(S(a7,b3)) [rad]","ang_rad(S(a8,b3)) [rad]"
9,0.223267334838335,-0.20751477610288,-0.0389914835300609,1.5106239382414,3.13382133966926,-3.12104347440748,2.90434118264638,1.14059560269942
9.1,-1.41786903256267,-2.35904004967199,-2.58007158670035,-0.588069294297507,2.1770737639024,1.67581439536904,1.31596893546398,0.555841977274827
9.2,0.722940659953996,2.0605888053133,1.43771285762158,2.03438615992509,1.69370478366911,-2.83330308249575,-1.63830060585079,-0.976965701141303
9.3,0.1777593010969,1.28128909257654,0.829468370137824,1.44608060898212,1.70732254683217,2.8532564799544,-2.79052945658725,-1.709296990845
9.4,-0.232273717439573,0.724784639343193,0.470657173768967,1.03063445451236,1.44232911690497,2.41438832926915,3.02240257265347,-2.26155801667835
9.5,-0.682965239572798,0.24309723914999,0.21921078536461,0.692503062158804,1.23236869497893,1.99828795129189,2.66442134504132,-2.71086690799043
9.6,-1.14180164448838,-0.197146824455366,0.0268967050166338,0.28383830037817,1.01176019404672,1.57660080172754,2.40331960661439,3.1217326695946
9.7,-1.0015578670782,-0.893176113755577,-0.13123178533933,0.139069548736407,0.514844394024123,1.30226473335152,2.131941467154,2.68285020691929
9.8,-1.42090176133695,-1.03795430624453,-0.673047216011707,-0.329413516996023,0.404408911876556,0.839756188783513,1.93240033747671,2.0805067971261
9.9,-1.99567439787161,-1.36325365938651,-0.971815761487219,-0.550668739145581,-0.102792710500502,0.60451445483194,1.49755922456719,2.02677299938389
10,-2.09485522186594,-1.65233835965256,-1.35886759179529,-0.965785422228,-0.265394629615604,0.235322586055251,1.20073257212366,1.67108158109674
10.1,-2.54518006927143,-2.062104843134,-1.62836008335946,-1.34508057899694,-0.680672593320272,-0.116069530476691,0.886055203337639,1.45454469913709
10.2,-2.92349045343383,-2.38134297294161,-1.99288637793676,-1.63941446000107,-1.02844441709038,-0.432312868699587,0.531298929760013,1.11898386120418
10.3,-3.08483209984601,-2.89028028565461,-2.28474104609898,-2.00364298137254,-1.43445505514831,-0.76190322143595,0.328662701931255,0.801126628663619
10.4,2.72968017090418,2.96836147373198,-2.80629979372911,-2.37026149066956,-1.74965462095661,-1.25352040768178,-0.00498099380595645,0.868912379858072
10.5,2.33111517400175,1.48831195899414,2.6399774762798,-2.89562966553782,-2.50997305634361,2.59220210174549,-0.383449798916882,1.45303777189326
10.6,0.273012687013369,-2.91251516343754,0.342606871917473,1.11095629613032,1.25273187264252,-1.22358148120699,-0.984544784551496,0.581284907828307
10.7,-2.11783273450324,1.71021610422975,-2.71181500899992,-3.12566949207045,-2.00663627639714,-2.14424682720359,-1.21675956741518,-1.10227295970362
10.8,-3.03024075749818,1.22438559859711,3.07640924572019,2.62621132433483,-2.40674165587968,-2.35857555827086,-1.53285221145341,-1.13655889340618
10.9,2.44428282356614,0.746421514339181,2.72968847944403,2.15505351709493,-2.72347284705068,-2.5656627648645,-1.85793397504851,-1.26537016425272
11,1.87988285668289,0.302306951567516,2.44810892850792,1.69506305817591,-2.99835788736775,-2.7748277439824,-2.17354276189197,-1.45679613396344
