"Freq [GHz]","ang_rad(S(a1,b7)) [rad]","ang_rad(S(a2,b7)) [rad]","ang_rad(S(a3,b7)) [rad]","ang_rad(S(a4,b7)) [rad]","ang_rad(S(a5,b7)) [rad]","ang_rad(S(a6,b7)) [rad]","ang_rad(S(a7,b7)) [rad]","ang_rad(S(a8,b7)) [rad]"
9,-2.70870912586762,2.00186243705372,0.280096642138045,-1.56903617590292,-3.08368550694618,1.70722490770199,0.197132075489778,-0.790895572453979
9.1,3.06530942005312,1.98738280430297,1.13477006869866,-2.16486043070786,2.88648182027837,1.29007089345618,-0.341164488048877,-0.990165129611931
9.2,2.87564057714481,1.16836479515199,-0.0164812096614424,-2.42954966487735,-3.141153833698,1.46561361170729,-0.789791742350349,-1.6094961505861
9.3,2.69364949124621,0.824584069681536,-0.540076204457791,-2.5929970855509,2.79217531063882,1.12693500833435,-0.803982422127578,-1.88704354184209
9.4,2.45747502428454,0.561155958274181,-0.981296267383097,-2.78659607525866,2.59778597274705,0.805629352634011,-0.85643031253538,-2.11423280904068
9.5,2.00412469050337,0.370513488055373,-1.34017499422555,-2.79079097628056,2.30776220668348,0.375953282412947,-1.15966777662607,-2.33443416445621
9.6,1.61707115324298,0.0484277013848409,-1.52832795891876,-3.07824706251102,1.77269563171148,-0.107496535231404,-1.52231880364433,-2.58448731255086
9.7,0.593073528324504,0.481735794760234,-1.86438985207462,2.0195305039596,1.93315113252672,0.162504586205182,-1.5461664810345,2.84764849892364
9.8,1.35783361841983,-0.357872002941901,-2.3744912512779,2.69066345335547,1.02094289494318,-0.641174437312507,-1.81572420672911,-2.90275376751379
9.9,0.864438267167627,-0.698633701663577,-2.51635070725173,2.35457822298661,0.774978523336362,-0.76922728602479,-2.09167749265621,2.96630062115568
10,0.742636549006208,-1.07625039786566,-2.78996150951966,2.28193992921787,0.283080433766352,-1.30362157449256,-2.57789480036173,2.45311055382001
10.1,0.460973542594255,-1.29275173790711,-2.89376633976621,1.77562586759689,-0.0746254980344977,-1.42434753763559,-2.61377717142659,2.23116477822355
10.2,0.0143160836874256,-1.63884064346923,-3.11783420698312,1.34050198721379,-0.392458287680348,-1.5885924457861,-3.10571974466738,1.75441604051675
10.3,-0.346054480358234,-1.84782004159517,3.0921608482904,1.15782106120402,-0.670236168947778,-2.05117693158685,2.61475160297079,1.51807516116074
10.4,-1.26969975774764,-1.88479499677684,2.83900379750466,0.821390222072451,-1.07796954972926,-2.56355166227964,2.00262365731814,1.60221681313203
10.5,-2.80476021731267,0.880188381537074,2.73701566882069,0.406791217251521,-2.02447508582908,3.10050210877883,1.02346639431644,2.68483537728342
10.6,1.05848647367896,-1.75196875368331,1.47330119187087,1.22677809513849,2.71688726229098,-0.323505812447068,0.632945824400429,1.66306849251145
10.7,-0.709543362190415,-3.00148800944863,-0.721817141709062,0.0837096371586553,-1.26023733931769,-1.6982609669297,1.80518278115752,-0.607760339696224
10.8,-0.975758687557434,-3.11888929002538,-1.13798306400364,-0.0801310463706626,-1.7377310773812,-2.03651979133101,1.35142068462485,-0.884616862140674
10.9,-1.20524362970709,3.10893360729754,-1.56798752831888,-0.216286614428368,-2.06445614316976,-2.26608983407001,1.0494857363563,-1.14188394928896
11,-1.41304686486742,3.13292207652028,-1.90676967472871,-0.317605745672385,-2.30393362557438,-2.43776411571875,0.822032118946889,-1.37425332685676
