139 139
1 7.50000000000000e-01 -1.00000000000000e+00 0.00000000000000e+00
2 6.75000000000000e-01 -8.50000000000000e-01 0.00000000000000e+00
3 1.50000000000000e-01 -7.00000000000000e-01 0.00000000000000e+00
4 1.50000000000000e-01 -4.00000000000000e-01 0.00000000000000e+00
5 1.35000000000000e+00 -5.50000000000000e-01 0.00000000000000e+00
6 1.27500000000000e+00 -2.50000000000000e-01 0.00000000000000e+00
7 1.50000000000000e-01 5.00000000000000e-01 0.00000000000000e+00
8 1.50000000000000e-01 8.00000000000000e-01 0.00000000000000e+00
9 0.00000000000000e+00 1.10000000000000e+00 0.00000000000000e+00
10 -1.50000000000000e-01 8.00000000000000e-01 0.00000000000000e+00
11 -1.50000000000000e-01 5.00000000000000e-01 0.00000000000000e+00
12 -1.27500000000000e+00 -2.50000000000000e-01 0.00000000000000e+00
13 -1.35000000000000e+00 -5.50000000000000e-01 0.00000000000000e+00
14 -1.50000000000000e-01 -4.00000000000000e-01 0.00000000000000e+00
15 -1.50000000000000e-01 -7.00000000000000e-01 0.00000000000000e+00
16 -6.75000000000000e-01 -8.50000000000000e-01 0.00000000000000e+00
17 -7.50000000000000e-01 -1.00000000000000e+00 0.00000000000000e+00
18 -6.71052631578947e-01 -1.00000000000000e+00 0.00000000000000e+00
19 -5.92105263157895e-01 -1.00000000000000e+00 0.00000000000000e+00
20 -5.13157894736842e-01 -1.00000000000000e+00 0.00000000000000e+00
21 -4.34210526315789e-01 -1.00000000000000e+00 0.00000000000000e+00
22 -3.55263157894737e-01 -1.00000000000000e+00 0.00000000000000e+00
23 -2.76315789473684e-01 -1.00000000000000e+00 0.00000000000000e+00
24 -1.97368421052632e-01 -1.00000000000000e+00 0.00000000000000e+00
25 -1.18421052631579e-01 -1.00000000000000e+00 0.00000000000000e+00
26 -3.94736842105263e-02 -1.00000000000000e+00 0.00000000000000e+00
27 3.94736842105263e-02 -1.00000000000000e+00 0.00000000000000e+00
28 1.18421052631579e-01 -1.00000000000000e+00 0.00000000000000e+00
29 1.97368421052632e-01 -1.00000000000000e+00 0.00000000000000e+00
30 2.76315789473684e-01 -1.00000000000000e+00 0.00000000000000e+00
31 3.55263157894737e-01 -1.00000000000000e+00 0.00000000000000e+00
32 4.34210526315789e-01 -1.00000000000000e+00 0.00000000000000e+00
33 5.13157894736842e-01 -1.00000000000000e+00 0.00000000000000e+00
34 5.92105263157894e-01 -1.00000000000000e+00 0.00000000000000e+00
35 6.71052631578947e-01 -1.00000000000000e+00 0.00000000000000e+00
36 7.25000000000000e-01 -9.50000000000000e-01 0.00000000000000e+00
37 7.00000000000000e-01 -9.00000000000000e-01 0.00000000000000e+00
38 6.00000000000000e-01 -8.28571428571429e-01 0.00000000000000e+00
39 5.25000000000000e-01 -8.07142857142857e-01 0.00000000000000e+00
40 4.50000000000000e-01 -7.85714285714286e-01 0.00000000000000e+00
41 3.75000000000000e-01 -7.64285714285714e-01 0.00000000000000e+00
42 3.00000000000000e-01 -7.42857142857143e-01 0.00000000000000e+00
43 2.25000000000000e-01 -7.21428571428572e-01 0.00000000000000e+00
44 1.50000000000000e-01 -6.25000000000000e-01 0.00000000000000e+00
45 1.50000000000000e-01 -5.50000000000000e-01 0.00000000000000e+00
46 1.50000000000000e-01 -4.75000000000000e-01 0.00000000000000e+00
47 2.25000000000000e-01 -4.09375000000000e-01 0.00000000000000e+00
48 3.00000000000000e-01 -4.18750000000000e-01 0.00000000000000e+00
49 3.75000000000000e-01 -4.28125000000000e-01 0.00000000000000e+00
50 4.50000000000000e-01 -4.37500000000000e-01 0.00000000000000e+00
51 5.25000000000000e-01 -4.46875000000000e-01 0.00000000000000e+00
52 6.00000000000000e-01 -4.56250000000000e-01 0.00000000000000e+00
53 6.75000000000000e-01 -4.65625000000000e-01 0.00000000000000e+00
54 7.50000000000000e-01 -4.75000000000000e-01 0.00000000000000e+00
55 8.25000000000000e-01 -4.84375000000000e-01 0.00000000000000e+00
56 9.00000000000000e-01 -4.93750000000000e-01 0.00000000000000e+00
57 9.75000000000000e-01 -5.03125000000000e-01 0.00000000000000e+00
58 1.05000000000000e+00 -5.12500000000000e-01 0.00000000000000e+00
59 1.12500000000000e+00 -5.21875000000000e-01 0.00000000000000e+00
60 1.20000000000000e+00 -5.31250000000000e-01 0.00000000000000e+00
61 1.27500000000000e+00 -5.40625000000000e-01 0.00000000000000e+00
62 1.33125000000000e+00 -4.75000000000000e-01 0.00000000000000e+00
63 1.31250000000000e+00 -4.00000000000000e-01 0.00000000000000e+00
64 1.29375000000000e+00 -3.25000000000000e-01 0.00000000000000e+00
65 1.20882352941176e+00 -2.05882352941176e-01 0.00000000000000e+00
66 1.14264705882353e+00 -1.61764705882353e-01 0.00000000000000e+00
67 1.07647058823529e+00 -1.17647058823529e-01 0.00000000000000e+00
68 1.01029411764706e+00 -7.35294117647059e-02 0.00000000000000e+00
69 9.44117647058824e-01 -2.94117647058824e-02 0.00000000000000e+00
70 8.77941176470588e-01 1.47058823529411e-02 0.00000000000000e+00
71 8.11764705882353e-01 5.88235294117647e-02 0.00000000000000e+00
72 7.45588235294118e-01 1.02941176470588e-01 0.00000000000000e+00
73 6.79411764705882e-01 1.47058823529412e-01 0.00000000000000e+00
74 6.13235294117647e-01 1.91176470588235e-01 0.00000000000000e+00
75 5.47058823529412e-01 2.35294117647059e-01 0.00000000000000e+00
76 4.80882352941176e-01 2.79411764705882e-01 0.00000000000000e+00
77 4.14705882352941e-01 3.23529411764706e-01 0.00000000000000e+00
78 3.48529411764706e-01 3.67647058823529e-01 0.00000000000000e+00
79 2.82352941176470e-01 4.11764705882353e-01 0.00000000000000e+00
80 2.16176470588235e-01 4.55882352941177e-01 0.00000000000000e+00
81 1.50000000000000e-01 5.75000000000000e-01 0.00000000000000e+00
82 1.50000000000000e-01 6.50000000000000e-01 0.00000000000000e+00
83 1.50000000000000e-01 7.25000000000000e-01 0.00000000000000e+00
84 1.20000000000000e-01 8.60000000000000e-01 0.00000000000000e+00
85 9.00000000000000e-02 9.20000000000000e-01 0.00000000000000e+00
86 6.00000000000000e-02 9.80000000000000e-01 0.00000000000000e+00
87 3.00000000000000e-02 1.04000000000000e+00 0.00000000000000e+00
88 -3.00000000000000e-02 1.04000000000000e+00 0.00000000000000e+00
89 -6.00000000000000e-02 9.80000000000000e-01 0.00000000000000e+00
90 -9.00000000000000e-02 9.20000000000000e-01 0.00000000000000e+00
91 -1.20000000000000e-01 8.60000000000000e-01 0.00000000000000e+00
92 -1.50000000000000e-01 7.25000000000000e-01 0.00000000000000e+00
93 -1.50000000000000e-01 6.50000000000000e-01 0.00000000000000e+00
94 -1.50000000000000e-01 5.75000000000000e-01 0.00000000000000e+00
95 -2.16176470588235e-01 4.55882352941176e-01 0.00000000000000e+00
96 -2.82352941176471e-01 4.11764705882353e-01 0.00000000000000e+00
97 -3.48529411764706e-01 3.67647058823529e-01 0.00000000000000e+00
98 -4.14705882352941e-01 3.23529411764706e-01 0.00000000000000e+00
99 -4.80882352941176e-01 2.79411764705882e-01 0.00000000000000e+00
100 -5.47058823529412e-01 2.35294117647059e-01 0.00000000000000e+00
101 -6.13235294117647e-01 1.91176470588235e-01 0.00000000000000e+00
102 -6.79411764705882e-01 1.47058823529412e-01 0.00000000000000e+00
103 -7.45588235294118e-01 1.02941176470588e-01 0.00000000000000e+00
104 -8.11764705882353e-01 5.88235294117647e-02 0.00000000000000e+00
105 -8.77941176470588e-01 1.47058823529411e-02 0.00000000000000e+00
