7,15.3569645630833
7.1,14.332778898693
7.2,13.668158508279
7.3,13.4436637905704
7.4,14.0788922258464
7.5,17.0295465912796
7.6,0.26963352572162
7.7,6.00561560419825
7.8,6.99607412602584
7.9,6.61603550956486
8,9.83841501917543
8.1,9.14362664806158
8.2,9.27032596615704
8.3,8.52101349937321
8.4,10.2844769906383
8.5,10.6822280452393
8.6,11.1833854205084
8.7,11.5489953894278
8.8,11.8394100928591
8.9,12.0827617172546
9,12.2323049840164
9.1,12.1789566250693
9.2,11.8604980023513
9.3,11.3603692106355
9.4,10.8346833386811
9.5,10.3206237720815
9.6,9.84872455934799
9.7,9.56370113245769
9.8,9.2754461928888
9.9,8.90055160792406
10,8.80514251679654
10.1,8.80662222092245
10.2,8.90690420133175
10.3,9.09629182276804
10.4,9.37018220837717
10.5,9.72310939972695
10.6,10.1396697227936
10.7,10.5904856918147
10.8,11.0406125779563
10.9,11.4412542686572
11,11.6080048337303
11.1,12.007864142626
11.2,12.7265153275675
11.3,13.4620758871888
11.4,11.3030270577605
11.5,12.5224493094576
11.6,11.6717040985492
11.7,24.2794189159089
11.8,15.6338564645813
11.9,14.4583915622595
12,13.875767349304
12.1,13.4658352667999
12.2,13.1348004680962
12.3,12.6868722066691
12.4,16.0528960211439
12.5,11.3772581432986
12.6,13.3153147994507
12.7,14.2543786927501
12.8,14.38706556768
12.9,15.4616900927695
13,16.3080091269632
