267.514        -36.25550
268.508        -36.69003
269.503        -36.91246
270.497        -36.91246
271.492        -36.69003
272.486        -36.25550
273.481        -35.62784
274.475        -34.83173
275.470        -33.89451
276.464        -32.84341
277.459        -31.70377
278.453        -30.49799
279.448        -29.24519
280.442        -27.96128
281.436        -26.65932
282.431        -25.34992
283.425        -24.04163
284.420        -22.74135
285.414        -21.45467
286.409        -20.18611
287.403        -18.93935
288.398        -17.71745
289.392        -16.52293
290.387        -15.35794
291.381        -14.22430
292.376        -13.12363
293.370        -12.05735
294.365        -11.02679
295.359        -10.03317
296.354         -9.07766
297.348         -8.16142
298.343         -7.28561
299.337         -6.45139
300.331         -5.65998
301.326         -4.91264
302.320         -4.21072
303.315         -3.55564
304.309         -2.94894
305.304         -2.39230
306.298         -1.88753
307.293         -1.43664
308.287         -1.04184
309.282         -0.70559
310.276         -0.43065
311.271         -0.22013
312.265         -0.07756
313.260         -0.00702
314.254         -0.01321
315.249         -0.10165
316.243         -0.27891
317.238         -0.55289
318.232         -0.93327
319.227         -1.43217
320.221         -2.06508
321.215         -2.85238
322.210         -3.82179
323.204         -5.01266
324.199         -6.48390
325.193         -8.33036
326.188        -10.72091
327.182        -14.00687
328.177        -19.15243
329.171        -31.80508
330.166        -25.61430
331.160        -18.25619
332.155        -14.78505
333.149        -12.71707
334.144        -11.42711
335.138        -10.66756
336.133        -10.32215
337.127        -10.33552
338.122        -10.68826
339.116        -11.38912
340.110        -12.47728
341.105        -14.03667
342.099        -16.23613
343.094        -19.45120
344.088        -24.77821
345.083        -40.13500
346.077        -29.11044
347.072        -22.47635
348.066        -19.23761
349.061        -17.33814
350.055        -16.21980
351.050        -15.65746
352.044        -15.54780
353.039        -15.84781
354.033        -16.55482
355.028        -17.70493
356.022        -19.38819
357.017        -21.79723
358.011        -25.38577
359.006        -31.62433
360.000        -193.12585
