0,7.084402495,7.090615265,7.15621289,7.108610905
10,6.824252076,6.792891435,6.852511005,6.795184883
20,5.914315846,5.810311968,5.802369558,5.764586697
30,4.411880428,4.221188804,4.083915082,4.102913978
40,2.247366693,2.008782989,1.732958194,1.84461067
50,-0.83884855,-0.995563419,-1.317303057,-1.039694065
60,-4.85865583,-4.842696918,-5.055592178,-4.450176677
70,-6.804460342,-7.226277244,-7.656474492,-6.949611152
80,-4.794068792,-5.277816443,-5.956961227,-5.756507895
90,-4.01527077,-4.078177529,-4.459028971,-4.29503289
100,-6.673858854,-6.168605192,-6.026661034,-5.543522297
110,-15.38263945,-14.90797053,-13.53373826,-11.83686007
120,-8.192987067,-10.71831801,-12.66767196,-14.16903471
130,-4.014835789,-5.519222747,-6.611999188,-7.285185393
140,-4.255821892,-5.475463398,-6.304831506,-6.434997788
150,-8.662143749,-9.490513927,-9.789281843,-9.157017403
160,-14.58643252,-12.86153411,-11.13702324,-10.28462092
170,-8.226401517,-7.811062612,-7.013246961,-6.748730842
180,-6.473932611,-6.26109632,-5.671677737,-5.398375265
190,-9.201361679,-8.37853759,-7.41226253,-6.790275268
200,-15.09492308,-12.54185857,-10.88307914,-9.32900432
210,-7.833317153,-8.743555247,-8.523196083,-7.827345356
220,-4.28021648,-5.894339044,-5.965832544,-6.087817339
230,-4.687011982,-6.797017216,-6.999272265,-7.603814262
240,-9.369921648,-11.81973712,-12.42322532,-13.12021886
250,-11.17164675,-10.16911097,-9.956217494,-9.327508627
260,-5.572170534,-5.391552116,-5.321513617,-5.072763156
270,-4.07283765,-4.204942051,-4.506556856,-4.393458382
280,-5.116347192,-5.072405246,-5.835891535,-5.626227156
290,-6.039446218,-5.499137102,-6.392645167,-6.030259874
300,-3.857729169,-3.483359648,-4.180066751,-4.10622387
310,-0.695235297,-0.676778474,-1.227384469,-1.406975844
320,1.952497701,1.827947105,1.469538892,1.265622349
330,4.024031025,3.906750761,3.732932574,3.610798884
340,5.604839468,5.552339704,5.505785938,5.453016497
350,6.659637351,6.65854948,6.687073949,6.652532444
360,7.084402495,7.090615265,7.15621289,7.108610905
